,Zygote,2C,4C,8C,E6.5,E7.5,mES2iL,8-rep1,8-rep2
chr1-124200001-124300000,0.5487,0.0,0.0,0.0,0.0,0.0,0.7232,0.0,0.1667
chr1-124300001-124400000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1-124400001-124500000,0.0,0.0,0.0,0.0,0.0,0.0,0.2056,0.0,0.1
chr1-124500001-124600000,0.0,0.0,0.0,0.0,0.0,0.0,0.1389,0.0,0.25
chr1-124600001-124700000,0.0,0.0,0.0,0.0,0.0,0.0,0.5833,0.0,0.2093
chr1-124700001-124800000,0.0,0.0,0.0,0.4762,0.0,0.0,0.0,0.0,0.0
chr1-124800001-124900000,0.0,0.0,0.0,0.0,0.0,0.0,0.2381,0.0,0.0
chr1-124900001-125000000,0.6958,0.8667,0.0,0.0,0.4286,0.0,0.2404,0.0857,0.1042
chr1-125000001-125100000,0.8969,0.6667,0.0,0.0,0.5952,0.0,0.5475,0.2781,0.25
chr1-12500001-12600000,0.0476,0.2095,0.0,0.0,0.7707,0.8488,0.6116,0.4333,0.1
chr1-125100001-125200000,0.0,0.0,0.0,0.0,0.0,0.0,0.5313,0.2,0.2
chr1-125200001-125300000,0.596,0.9688,0.0,0.0,0.734,0.0,0.5194,0.0833,0.7
chr1-125300001-125400000,0.5499,0.5161,0.0,0.2648,0.7997,0.0,0.5831,0.0949,0.133
chr1-125400001-125500000,0.0015,0.0,0.0,0.0032,0.0185,0.0328,0.0959,0.3,0.0196
chr1-125500001-125600000,0.0209,0.0165,0.1178,0.0,0.0338,0.0307,0.2228,0.0,0.0119
chr1-125600001-125700000,0.0576,0.2097,0.0,0.0064,0.7418,0.8452,0.2503,0.1905,0.0
chr1-125700001-125800000,0.0977,0.5,0.0,0.0,0.6881,0.4995,0.5371,0.0,0.0
chr1-125800001-125900000,0.1714,0.125,0.0,0.0909,0.4572,0.7033,0.3604,0.2455,0.1708
chr1-125900001-126000000,0.0064,0.0152,0.0,0.0,0.0758,0.0218,0.0178,0.1,0.0664
chr1-126000001-126100000,0.0612,0.2222,0.5,0.0,0.5173,0.8767,0.4514,0.0,0.8
chr1-12600001-12700000,0.1713,0.1299,0.0,0.0268,0.2457,0.1789,0.0608,0.0114,0.0179
chr1-126100001-126200000,0.0,0.0,0.0,0.0,0.0,0.0,0.1468,0.0,0.0
chr1-126200001-126300000,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0
chr1-126300001-126400000,0.0,0.0,1.0,0.0,0.0,0.0,0.6362,0.7,0.0
chr1-126400001-126500000,0.8337,0.6734,0.0,0.2908,0.1349,0.0674,0.2902,0.0,0.0
chr1-126500001-126600000,0.0,0.0,0.0,0.1,0.0,0.0,0.3184,0.0,0.3333
chr1-126600001-126700000,0.0,0.0,0.0,0.0,0.0,0.0,0.5357,0.0,0.4405
chr1-126700001-126800000,0.2164,0.0,0.0,0.0,0.0,0.0,0.2156,0.0,0.0
chr1-126800001-126900000,0.0,0.0,0.0,0.0,0.0,0.1505,0.3036,0.0,0.125
chr1-126900001-127000000,0.2927,0.3761,0.0012,0.0,0.7523,0.8284,0.5179,0.45,0.2402
chr1-127000001-127100000,0.0,0.0,0.0,0.0,0.0,0.0,0.428,0.0,0.0
chr1-12700001-12800000,0.0,0.0,0.0,0.0,0.2131,0.1802,0.2072,0.0,0.0
chr1-127100001-127200000,0.0,0.0,0.0,0.0,0.0,0.0,0.5324,0.0,0.0833
chr1-127200001-127300000,0.0658,0.0157,0.1905,0.0055,0.0201,0.1139,0.0558,0.0,0.0538
chr1-127300001-127400000,0.7603,0.4223,0.8,0.25,0.706,0.7417,0.3483,0.12,0.1111
chr1-127400001-127500000,0.4242,0.3941,0.0,0.1055,0.4899,0.6906,0.3824,0.0,0.05
chr1-127500001-127600000,0.25,0.0,0.0,0.0,0.7833,0.8436,0.3974,0.0,0.2308
chr1-127600001-127700000,0.0133,0.0133,0.0476,0.0,0.0977,0.1151,0.1256,0.0737,0.0648
chr1-127700001-127800000,0.0469,0.0088,0.0,0.0011,0.1828,0.1247,0.2537,0.0455,0.0654
chr1-127800001-127900000,0.0231,0.0,0.0,0.0,0.3007,0.4027,0.2693,0.1111,0.2607
chr1-127900001-128000000,0.3155,0.5636,0.0,0.0,0.8272,0.9773,0.4096,0.3228,0.387
chr1-128000001-128100000,0.4795,0.0,0.0,0.0,0.0,0.0,0.467,1.0,0.131
chr1-12800001-12900000,0.2431,0.4705,0.3117,0.1836,0.6112,0.6574,0.2105,0.2764,0.1078
chr1-128100001-128200000,0.0472,0.0147,0.0,0.0241,0.0181,0.0111,0.0426,0.0,0.0
chr1-128200001-128300000,0.0396,0.014,0.0,0.024,0.1048,0.1373,0.0937,0.1754,0.0043
chr1-128300001-128400000,0.0542,0.0252,0.1667,0.1018,0.1115,0.0571,0.1653,0.1625,0.0378
chr1-128400001-128500000,0.0864,0.1647,0.2174,0.001,0.1784,0.2046,0.0783,0.0871,0.0782
chr1-128500001-128600000,0.1492,0.0475,0.1245,0.0985,0.1589,0.195,0.1879,0.075,0.0347
chr1-128600001-128700000,0.0077,0.0444,0.0,0.0167,0.0667,0.2163,0.2986,0.0,0.375
chr1-128700001-128800000,0.0167,0.0476,0.0,0.2386,0.6845,0.9056,0.2642,0.0,0.0
chr1-128800001-128900000,0.0993,0.1345,0.5,0.0,0.3546,0.5264,0.367,0.2229,0.1926
chr1-128900001-129000000,0.0278,0.0,0.0,0.0,0.0,0.0,0.3472,0.5,0.0
chr1-129000001-129100000,0.0,0.0,0.0,0.0,0.0,0.0,0.3431,0.3889,0.3208
chr1-12900001-13000000,0.0414,0.0252,0.2166,0.011,0.0865,0.0951,0.0563,0.0348,0.1009
chr1-129100001-129200000,0.0,0.0,0.0,0.0,0.8889,0.8182,0.4889,0.0,0.0
chr1-129200001-129300000,0.016,0.0091,0.0,0.0288,0.1487,0.0883,0.0313,0.0,0.0
chr1-129300001-129400000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.05,0.1481
chr1-129400001-129500000,0.6642,0.4285,0.2174,0.5319,0.5761,0.7384,0.0909,0.1667,0.3394
chr1-129500001-129600000,0.3152,0.0,0.0,0.25,0.6571,0.7872,0.5543,0.0,0.0
chr1-129600001-129700000,0.0,0.0,0.0,0.0,1.0,0.0,0.6284,0.0,0.0
chr1-129700001-129800000,0.0,0.0,0.0,0.0,0.7826,0.0,0.6243,0.0,0.16
chr1-129800001-129900000,0.0,0.0,0.0,0.0,0.0,0.0,0.0783,0.0,0.0
chr1-129900001-130000000,0.0,0.0,0.0,0.0,0.0,0.0,0.2714,0.0,0.0
chr1-130000001-130100000,0.3488,0.0,0.0,0.0,0.6458,0.8386,0.15,0.0,0.2
chr1-13000001-13100000,0.367,0.085,0.0,0.2446,0.6724,0.7312,0.1571,0.1319,0.1144
chr1-1300001-1400000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1-130100001-130200000,0.8696,0.8333,0.0,0.0,0.6667,0.7444,0.533,0.0,0.325
chr1-130200001-130300000,0.0,0.2081,0.0,0.0,0.6061,0.7135,0.4557,0.0,0.0
chr1-130300001-130400000,0.125,0.6667,0.0,0.0,0.8187,0.8208,0.4342,0.0,0.465
chr1-130400001-130500000,0.0538,0.0067,0.1667,0.1111,0.1774,0.2453,0.0632,0.0,0.0036
chr1-130500001-130600000,0.0,0.0,0.0,0.0,0.1333,0.1333,0.3233,0.1305,0.1367
chr1-130600001-130700000,0.0,0.2258,0.0,0.0,0.5062,0.56,0.3547,0.0905,0.0811
chr1-130700001-130800000,0.1241,0.089,0.0675,0.1019,0.1095,0.0983,0.1918,0.0556,0.0298
chr1-130800001-130900000,0.0527,0.0629,0.8571,0.0,0.164,0.2038,0.2191,0.1926,0.0761
chr1-130900001-131000000,0.1682,0.0476,0.0692,0.0,0.5867,0.7333,0.5106,0.2826,0.2773
chr1-131000001-131100000,0.1107,0.0695,0.1038,0.1057,0.2174,0.2361,0.1942,0.05,0.0402
chr1-13100001-13200000,0.1844,0.0741,0.334,0.1346,0.4691,0.5042,0.2018,0.2167,0.0764
chr1-131100001-131200000,0.1785,0.1555,0.3077,0.108,0.2315,0.2812,0.2025,0.1426,0.1166
chr1-131200001-131300000,0.1332,0.0865,0.0435,0.0132,0.1806,0.2227,0.1515,0.1108,0.1012
chr1-131300001-131400000,0.6538,0.375,0.0,1.0,0.8958,0.911,0.5135,0.0136,0.0538
chr1-131400001-131500000,0.0,0.0,0.0,0.0,0.0,0.0,0.4375,0.0,0.0
chr1-131500001-131600000,0.0638,0.0307,0.0047,0.0934,0.0456,0.0589,0.0353,0.0734,0.0538
chr1-131600001-131700000,0.3991,0.2016,0.0,0.0,0.8083,0.9524,0.3959,0.0,0.3125
chr1-131700001-131800000,0.2316,0.1974,0.3333,0.0,0.4567,0.5215,0.2691,0.14,0.1722
chr1-131800001-131900000,0.1126,0.0713,0.082,0.0569,0.137,0.1668,0.0513,0.0154,0.011
chr1-131900001-132000000,0.1254,0.1236,0.1587,0.0779,0.1603,0.1674,0.0645,0.082,0.0588
chr1-132000001-132100000,0.0794,0.0813,0.031,0.0321,0.0435,0.0413,0.0903,0.008,0.018
chr1-13200001-13300000,0.3995,0.1307,0.0,0.0,0.8037,0.688,0.3457,0.1902,0.3132
chr1-132100001-132200000,0.0632,0.0659,0.21,0.03,0.0932,0.1124,0.1004,0.0569,0.0424
chr1-132200001-132300000,0.0679,0.039,0.5233,0.0275,0.1687,0.1739,0.1119,0.0421,0.0114
chr1-132300001-132400000,0.1585,0.0949,0.1667,0.1126,0.2558,0.2822,0.1554,0.1313,0.0642
chr1-132400001-132500000,0.0623,0.0753,0.1111,0.0908,0.0866,0.0951,0.0793,0.0184,0.0219
chr1-132500001-132600000,0.3432,0.3343,0.1257,0.6696,0.5306,0.5419,0.2357,0.1316,0.2481
chr1-132600001-132700000,0.2526,0.1259,0.2456,0.2143,0.7228,0.7528,0.3618,0.3722,0.1302
chr1-132700001-132800000,0.0643,0.0995,0.0,0.0418,0.2688,0.2847,0.3288,0.0,0.0325
chr1-132800001-132900000,0.0622,0.0321,0.0,0.0996,0.1537,0.1463,0.2138,0.1106,0.038
chr1-132900001-133000000,0.1083,0.0587,0.0909,0.1377,0.453,0.5732,0.2558,0.1625,0.2222
chr1-133000001-133100000,0.2489,0.1933,0.1053,0.1705,0.1554,0.1437,0.1714,0.1861,0.1751
chr1-13300001-13400000,0.0034,0.0033,0.0007,0.0157,0.0152,0.0251,0.1305,0.0057,0.0081
chr1-133100001-133200000,0.065,0.0569,0.2013,0.0567,0.1397,0.1564,0.1031,0.0247,0.0667
chr1-133200001-133300000,0.3634,0.2854,0.2776,0.3114,0.6665,0.7262,0.327,0.2113,0.1866
chr1-133300001-133400000,0.1006,0.0641,0.0787,0.0592,0.2603,0.317,0.1264,0.075,0.0539
chr1-133400001-133500000,0.0331,0.0418,0.0245,0.0719,0.1135,0.1131,0.0955,0.0524,0.0356
chr1-133500001-133600000,0.0592,0.0,0.0,0.3653,0.5797,0.7856,0.318,0.3033,0.1111
chr1-133600001-133700000,0.0861,0.1256,0.1,0.1118,0.1641,0.1778,0.0713,0.0232,0.0066
chr1-133700001-133800000,0.7391,0.4637,0.7697,0.5271,0.6945,0.8085,0.3444,0.1833,0.1388
chr1-133800001-133900000,0.1643,0.1021,0.1081,0.0554,0.4919,0.5107,0.2138,0.1725,0.185
chr1-133900001-134000000,0.0893,0.4533,0.3103,0.1667,0.6123,0.6172,0.3369,0.1103,0.2048
chr1-134000001-134100000,0.0885,0.1126,0.0223,0.0759,0.1623,0.1847,0.1129,0.0988,0.0654
chr1-13400001-13500000,0.5192,0.1525,0.0,0.0,0.4937,0.3661,0.3858,0.1389,0.0
chr1-134100001-134200000,0.1649,0.0822,0.244,0.2311,0.6175,0.7298,0.3751,0.2969,0.2327
chr1-134200001-134300000,0.3442,0.1516,0.2857,0.245,0.1857,0.1607,0.236,0.1369,0.0576
chr1-134300001-134400000,0.1185,0.125,0.3,0.1352,0.2192,0.2318,0.1857,0.1441,0.1811
chr1-134400001-134500000,0.0385,0.0462,0.0021,0.0058,0.0646,0.0693,0.1074,0.039,0.0363
chr1-134500001-134600000,0.0429,0.0125,0.0,0.0009,0.0367,0.0363,0.0437,0.0268,0.0222
chr1-134600001-134700000,0.1309,0.1112,0.0,0.0588,0.1371,0.2246,0.186,0.0905,0.0524
chr1-134700001-134800000,0.3877,0.2552,0.29,0.2523,0.2072,0.1873,0.2343,0.0353,0.0785
chr1-134800001-134900000,0.037,0.6667,0.0,0.1111,0.8929,0.8277,0.4462,0.0,0.0
chr1-134900001-135000000,0.6915,0.6327,1.0,0.0357,0.3714,0.4702,0.2046,0.025,0.0792
chr1-135000001-135100000,0.2572,0.1366,0.301,0.0029,0.5101,0.5251,0.1627,0.2,0.136
chr1-13500001-13600000,0.0309,0.0884,0.5,0.0357,0.0604,0.0618,0.2756,0.0577,0.1339
chr1-135100001-135200000,0.0378,0.0594,0.103,0.0302,0.114,0.1524,0.0841,0.0849,0.0678
chr1-135200001-135300000,0.078,0.0639,0.1905,0.0049,0.1999,0.2071,0.0738,0.3964,0.3121
chr1-135300001-135400000,0.0618,0.0406,0.0,0.0642,0.3025,0.3666,0.1178,0.1683,0.0672
chr1-135400001-135500000,0.2954,0.2957,0.3628,0.1607,0.3035,0.3858,0.2046,0.2179,0.1857
chr1-135500001-135600000,0.5452,0.4779,0.4615,0.3043,0.2257,0.2087,0.1025,0.0399,0.1213
chr1-135600001-135700000,0.135,0.1326,0.0258,0.1452,0.2105,0.2061,0.1232,0.0812,0.0469
chr1-135700001-135800000,0.2046,0.1789,0.1897,0.0868,0.1302,0.1623,0.0805,0.0486,0.1026
chr1-135800001-135900000,0.1296,0.1041,0.0909,0.0526,0.317,0.3379,0.2024,0.1012,0.1191
chr1-135900001-136000000,0.2272,0.1676,0.381,0.385,0.3585,0.4215,0.2545,0.0837,0.0783
chr1-136000001-136100000,0.0118,0.0419,0.0,0.0071,0.0965,0.1172,0.1427,0.0648,0.0821
chr1-13600001-13700000,0.0535,0.0284,0.0685,0.0317,0.1379,0.1353,0.2229,0.0429,0.0247
chr1-136100001-136200000,0.1966,0.1486,0.1221,0.1109,0.3745,0.3996,0.2095,0.0616,0.068
chr1-136200001-136300000,0.0653,0.0674,0.0714,0.032,0.1423,0.1772,0.1233,0.0489,0.0483
chr1-136300001-136400000,0.0405,0.0509,0.0004,0.0004,0.0539,0.0487,0.0954,0.0259,0.0337
chr1-136400001-136500000,0.1514,0.1321,0.0,0.0458,0.1241,0.1157,0.155,0.0394,0.0352
chr1-136500001-136600000,0.3585,0.1936,0.4062,0.2128,0.4966,0.4949,0.2616,0.0509,0.0405
chr1-136600001-136700000,0.0381,0.0441,0.0,0.0448,0.0443,0.0786,0.1115,0.1974,0.1404
chr1-136700001-136800000,0.1654,0.0935,0.0,0.1334,0.5288,0.8245,0.2043,0.121,0.1077
chr1-136800001-136900000,0.5526,0.4687,0.9858,0.2963,0.652,0.6988,0.3805,0.2967,0.1817
chr1-136900001-137000000,0.4417,0.3039,0.239,0.1849,0.1012,0.0731,0.0577,0.0432,0.0201
chr1-137000001-137100000,0.1463,0.1992,0.0,0.1382,0.5387,0.8606,0.2941,0.2976,0.3519
chr1-13700001-13800000,0.6948,0.45,0.0,0.5,0.3333,0.0,0.25,0.0,0.0
chr1-137100001-137200000,0.2404,0.3496,0.2,0.2,0.5986,0.6934,0.3625,0.1222,0.1673
chr1-137200001-137300000,0.0,0.1333,0.0,0.0,0.3167,0.7421,0.207,0.0,0.0
chr1-137300001-137400000,0.0,0.2083,0.3333,0.5,0.2,0.0,0.2415,0.075,0.0582
chr1-137400001-137500000,0.0,0.0,0.0,0.0,0.0,0.0,0.7143,0.0,0.0
chr1-137500001-137600000,0.0,0.0,0.0,0.0,0.0,0.0,0.3959,0.25,0.2288
chr1-137600001-137700000,0.0,0.0,0.0,0.0,0.0,0.0,0.6111,0.125,0.1667
chr1-137700001-137800000,0.0,0.0,0.0,0.0,0.0,0.0,0.3536,0.0,0.1508
chr1-137800001-137900000,0.0,0.0306,0.0,0.0,0.0,0.0,0.2017,0.2381,0.0417
chr1-137900001-138000000,0.0,0.0,0.0,0.0,0.0,0.0,0.3254,1.0,1.0
chr1-138000001-138100000,0.3333,0.0,0.0,0.0,0.0,0.0,0.2678,0.3333,0.3333
chr1-13800001-13900000,0.4492,0.3498,0.5,1.0,0.644,0.6103,0.41,0.0286,0.1964
chr1-138100001-138200000,0.2753,0.3056,0.0,0.0,0.1404,0.2353,0.1351,0.3,0.25
chr1-138200001-138300000,0.8586,0.99,0.0,0.2852,0.9015,0.6333,0.5033,0.25,0.7433
chr1-138300001-138400000,0.0267,0.125,0.0,0.0,0.4667,0.5233,0.3148,0.0833,0.0844
chr1-138400001-138500000,0.0,0.0,0.0,0.0,0.0,0.0,0.2667,0.0,0.3145
chr1-138500001-138600000,0.7712,0.5628,0.5,0.3,0.7863,0.811,0.2013,0.4375,0.3636
chr1-138600001-138700000,0.0287,0.0272,0.2035,0.012,0.0688,0.0912,0.1449,0.065,0.0164
chr1-138700001-138800000,0.0,0.9231,0.0,0.5,0.0,0.0,0.3125,0.0612,0.0286
chr1-138800001-138900000,0.1396,0.1163,0.1904,0.057,0.1744,0.1391,0.1292,0.016,0.0858
chr1-138900001-139000000,0.0029,0.0039,0.1978,0.004,0.0196,0.0248,0.0588,0.375,0.025
chr1-139000001-139100000,0.5,0.6667,0.0,0.1136,0.8684,0.9412,0.4253,0.0,0.0
chr1-13900001-14000000,0.95,0.0,0.0,0.0,0.8048,0.8605,0.5357,0.0,0.0
chr1-139100001-139200000,0.5944,0.5451,0.3268,0.5932,0.7586,0.8569,0.3103,0.3333,0.1957
chr1-139200001-139300000,0.2778,0.0,0.0,0.0,0.0,0.8576,0.0729,0.0,0.0
chr1-139300001-139400000,0.0,0.0,0.0,0.0,0.0,0.0,0.2448,0.0,0.0
chr1-139400001-139500000,0.0104,0.0077,0.001,0.0,0.0266,0.0358,0.0396,0.0,0.0159
chr1-139500001-139600000,0.0,0.0,0.0,0.0,0.0,1.0,0.3994,0.0,0.2188
chr1-139600001-139700000,0.3228,0.3726,0.0,0.8547,0.6815,0.2885,0.5142,0.1754,0.1186
chr1-139700001-139800000,0.7685,1.0,0.0,0.0,0.8968,0.8462,0.626,0.12,0.1907
chr1-139800001-139900000,0.0476,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0
chr1-139900001-140000000,0.6435,0.5238,0.0,0.0,0.6714,0.868,0.7093,0.2134,0.2845
chr1-140000001-140100000,0.0,0.0,0.0,0.0,0.0,0.0,0.3333,0.0,0.0
chr1-14000001-14100000,0.3642,0.3772,0.0,0.1667,0.4176,0.3579,0.4151,0.0,0.2083
chr1-1400001-1500000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1-140100001-140200000,0.0,0.0,0.0,0.0,0.0,0.0,0.2588,0.0,0.5714
chr1-140200001-140300000,0.0,0.0,0.0,0.0,0.1904,0.1114,0.0588,0.0,0.0
chr1-140300001-140400000,0.5346,0.6,0.0,0.2357,0.772,0.8963,0.393,0.35,0.0
chr1-140400001-140500000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
chr1-140500001-140600000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1-140600001-140700000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1-140700001-140800000,0.0,0.0,0.0,0.0,0.0,0.0,0.3153,0.2774,0.0
chr1-140800001-140900000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4167,0.0
chr1-140900001-141000000,0.4286,0.0833,0.0,1.0,0.0,0.0,0.601,0.5,0.3438
chr1-141000001-141100000,0.7692,0.1176,0.0,0.0,0.0,0.0,0.1303,0.3333,0.5222
chr1-14100001-14200000,0.0,0.0,0.0,0.0,0.0,0.0,0.5139,0.2905,0.2611
chr1-141100001-141200000,0.5218,0.328,0.0,0.3034,0.6094,0.7778,0.4601,0.1667,0.4062
chr1-141200001-141300000,0.6011,0.33,0.0,0.0,0.7799,0.8137,0.5023,0.0576,0.119
chr1-141300001-141400000,0.455,0.3667,0.0,0.0,0.8261,0.4821,0.7108,0.0,0.2738
chr1-141400001-141500000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
chr1-141500001-141600000,0.0235,0.0,0.0,0.0,0.4953,0.7791,0.5594,0.25,0.1692
chr1-141600001-141700000,0.0,0.0,0.0,0.0,0.0,0.0,0.1667,0.0,0.0
chr1-141700001-141800000,0.0,0.0,0.0,0.0833,0.4167,0.6316,0.0,0.0,0.25
chr1-141800001-141900000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1-141900001-142000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1-142000001-142100000,0.0128,0.0,0.0,0.0,0.0,0.0,0.4006,0.0,0.0556
chr1-14200001-14300000,0.0,0.0,0.0,0.0,0.0,0.0,0.5027,0.0,0.0
chr1-142100001-142200000,0.0884,0.1693,0.0,0.0349,0.7814,0.8135,0.5683,0.0,0.3068
chr1-142200001-142300000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1-142300001-142400000,0.81,1.0,0.0,0.0,0.0,0.8333,0.6626,0.4167,0.6
chr1-142400001-142500000,0.5,0.0,0.0,0.0,0.0,0.0,0.6353,0.0,0.0
chr1-142500001-142600000,0.0667,0.0,0.0,0.0,0.4,0.8002,0.5553,0.0,0.0
chr1-142600001-142700000,0.375,0.3333,0.0,0.2738,0.7262,0.6828,0.408,0.2,0.4036
chr1-142700001-142800000,0.25,0.0,0.0,0.0,0.0,0.6842,0.4166,0.0,0.075
chr1-142800001-142900000,0.0,0.0,0.0,0.0,0.0,0.0,0.3387,0.0,0.0
chr1-142900001-143000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1-143000001-143100000,0.0,0.0,0.0,0.0,0.0,0.0,0.3929,0.8988,0.8444
chr1-14300001-14400000,0.0389,0.0222,0.0,0.0,0.1808,0.2018,0.3284,0.0179,0.0
chr1-143100001-143200000,0.0,0.0,0.0,1.0,0.0,0.0,0.5938,0.025,0.0919
chr1-143200001-143300000,0.6172,0.0,0.0,0.0278,0.5,0.7143,0.4238,0.0,0.0667
chr1-143300001-143400000,0.4167,0.0,0.0,0.0552,0.4032,0.4658,0.4989,0.0,0.0625
chr1-143400001-143500000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
chr1-143500001-143600000,0.7524,0.1818,0.0,0.1667,0.7152,0.8519,0.4009,0.0,0.0
chr1-143600001-143700000,0.4133,0.96,0.0,0.0,0.8333,0.7883,0.24,0.0,0.0
chr1-143700001-143800000,0.0265,0.0218,0.0293,0.0081,0.0317,0.0405,0.0181,0.0273,0.0219
chr1-143800001-143900000,0.8376,0.2817,0.0,0.0,0.5286,0.0,0.2888,0.0,0.2643
chr1-143900001-144000000,0.3333,0.0,0.0,0.0,0.0,0.0,0.6623,0.0416,0.0626
chr1-144000001-144100000,0.0,0.0,0.0,0.0071,0.0012,0.0147,0.1663,0.05,0.0
chr1-14400001-14500000,0.1178,0.3367,0.0,0.1818,0.7767,0.7626,0.5785,0.3889,0.4616
chr1-144100001-144200000,0.0,0.0,0.0,0.0,0.0,0.0,0.363,0.0,0.25
chr1-144200001-144300000,0.1786,0.5,0.0,0.3333,0.4062,0.4487,0.3609,0.0,0.175
chr1-144300001-144400000,0.619,0.1429,0.0,0.0,0.0,0.0,0.5825,0.6188,0.375
chr1-144400001-144500000,0.0333,0.0,0.0,0.0,0.1429,0.2313,0.55,0.0,0.0
chr1-144500001-144600000,0.0,0.0,0.0,0.0,0.0,0.0,0.1965,0.0,0.0
chr1-144600001-144700000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
chr1-144700001-144800000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1-144800001-144900000,0.9375,0.0,0.0,0.0,0.7989,0.7677,0.6054,0.3417,0.4278
chr1-144900001-145000000,0.0,0.0,0.0,0.0,0.0,0.0,0.1333,0.0,0.0
chr1-145000001-145100000,0.0,0.0,0.0,0.0,0.0,0.0,0.1345,0.0,0.0
chr1-14500001-14600000,0.0,0.0,0.0,0.0,0.0495,0.0238,0.1316,0.0,0.0
chr1-145100001-145200000,0.4274,0.5,0.0,0.0,0.0,0.0,0.4708,0.0,0.0
chr1-145200001-145300000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1-145300001-145400000,0.0,0.0,0.0,0.0,0.0,0.0,0.2919,0.0,0.0
chr1-145400001-145500000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1-145500001-145600000,0.0,0.1667,0.0,0.0,0.0,0.0,0.4167,0.0,0.4241
chr1-145600001-145700000,0.0133,0.0,0.0,0.0,0.0,0.0,0.625,0.0,0.0
chr1-145700001-145800000,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0
chr1-145800001-145900000,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.05,0.0733
chr1-145900001-146000000,0.1,0.0,0.0,0.0,0.0,0.0,0.5028,0.0,0.2048
chr1-146000001-146100000,0.0,0.0,0.0,0.0,0.0,0.0,0.7619,0.3333,0.2
chr1-14600001-14700000,1.0,1.0,0.0,0.0,0.8466,0.9028,0.5696,0.0,0.0
chr1-146100001-146200000,0.5541,0.0,0.0,0.0,0.0,0.0,0.3943,0.3167,0.3304
chr1-146200001-146300000,0.4342,0.5,0.0,0.0,0.0,0.0,0.6574,0.0,0.25
chr1-146300001-146400000,0.4583,0.3947,0.0,0.0,0.0,0.7889,0.5367,0.0,0.4444
chr1-146400001-146500000,0.3333,0.4125,0.0,0.0,0.0,0.8621,0.3344,0.0,0.75
chr1-146500001-146600000,0.0,0.0,0.0,0.0,0.0,0.0,0.4242,0.0,0.0
chr1-146600001-146700000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1-146700001-146800000,0.4583,0.0,0.0,0.0,0.0,0.0,0.0645,0.0,0.0
chr1-146800001-146900000,0.3085,0.0,0.0,0.0,0.0,0.75,0.5568,0.0,0.27
chr1-146900001-147000000,0.0,0.0,0.0,0.0,0.0,0.0,0.6965,0.0,0.125
chr1-147000001-147100000,0.0,0.0,0.0,0.0,0.0,0.0,0.5227,0.5,0.0
chr1-14700001-14800000,0.0,0.0,0.0714,0.0,0.0449,0.0491,0.0936,0.0,0.0
chr1-147100001-147200000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
chr1-147200001-147300000,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
chr1-147300001-147400000,0.2911,0.0,0.0,0.3333,0.6705,0.75,0.0837,0.125,0.3
chr1-147400001-147500000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.0
chr1-147500001-147600000,0.0,0.0,0.0,0.4615,0.0,0.0,0.3691,0.0,0.0
chr1-147600001-147700000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1-147700001-147800000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1-147800001-147900000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1-147900001-148000000,0.25,0.0,0.0,0.0,0.0,0.0,0.4771,0.0,0.1429
chr1-148000001-148100000,0.6111,0.7949,0.0,0.25,0.8333,0.8,0.4285,0.3219,0.153
chr1-14800001-14900000,0.0,0.0,0.0,0.0,0.0,0.0,0.188,0.0,0.0
